Easy001	1	1000013	71777	172	35,0,10,21,20,36,15,
Easy002	1	1000039	59849	2305	30,50,20,47,
Easy003	1	1002957	43495	780	45,51,10,35,46,5,5,22,1,41,32,46,56,
Easy004	1	1000024	62900	488	45,55,20,10,5,30,45,5,45,
Easy005	1	1000052	43342	48	20,45,46,35,7,30,40,25,
Easy006	1	1000226	35272	1602	0,0,41,80,80,63,85,85,6,76,55,75,
Easy007	1	1000228	40222	2410	1,41,21,71,51,35,50,67,50,45,76,
Easy008	1	1000724	37678	2378	75,5,51,80,35,75,40,15,21,40,20,10,
Easy009	1	1001010	36000	2581	75,66,47,60,10,0,86,27,31,50,
Easy010	1	1001510	35253	590	1,30,63,75,27,30,41,
Easy011	1	1000394	35422	5990	10,21,0,40,0,70,50,51,75,6,67,
Easy012	1	1000561	35485	2370	1,60,15,20,70,70,21,70,40,10,5,80,70,55,
Easy013	1	1001358	33171	864	30,30,25,10,40,67,5,30,55,76,75,6,30,
Easy014	1	1000515	42916	7093	40,10,51,1,71,82,65,75,
Easy015	1	1000173	50742	291	31,50,51,2,16,36,23,40,40,10,10,31,
Easy016	1	1000346	40583	729	75,15,55,25,33,10,65,40,5,20,
Easy017	1	1001320	39746	132	1,15,75,80,90,15,20,21,10,95,85,70,10,6,31,
Easy018	1	1000532	34910	16466	30,1,50,20,50,22,5,32,11,40,40,75,67,76,
Easy019	1	1000352	48815	784	60,41,40,0,15,52,65,20,75,15,15,40,
Easy020	1	1000215	46571	964	0,85,15,70,90,91,50,51,60,95,20,40,61,35,35,96,
Easy021	1	1000745	85760	5768	10,61,20,43,26,30,65,56,65,65,
Easy022	1	1000305	35418	2376	0,15,20,15,60,70,61,60,85,21,71,31,15,5,40,40,
Easy023	1	1000462	37003	2096	1,25,65,30,25,31,6,75,65,40,80,50,65,
Easy024	1	1000035	33446	8955	40,65,5,71,82,66,35,25,
Easy025	1	1000796	39519	2298	0,70,40,50,31,10,10,65,30,75,
Easy026	1	1000169	35575	1597	27,65,30,40,17,57,30,70,70,6,66,
Easy027	1	1000286	45413	5144	65,75,25,75,0,15,33,50,40,10,20,
Easy028	1	1000754	42216	2196	40,30,0,0,65,50,30,40,25,41,66,35,
Easy029	1	1000814	35959	4189	30,15,6,71,20,30,66,41,65,
Easy030	1	1000124	35386	26610	70,1,50,50,40,70,62,45,60,85,55,35,86,
Easy031	1	1000104	33658	6192	30,10,6,70,20,70,65,81,41,51,66,
Easy032	1	1000840	33128	3521	0,65,80,50,51,75,85,10,21,30,
Easy033	1	1000316	42457	56	85,25,25,85,30,55,30,5,61,90,46,56,6,36,80,21,
Easy034	1	1000152	43294	2208	0,25,52,75,30,26,61,5,15,60,30,5,5,50,
Easy035	1	1000737	33845	2610	40,75,60,5,10,33,55,15,25,67,
Easy036	1	1000188	55832	993	65,30,65,50,46,45,65,20,70,10,21,60,57,
Easy037	1	1000188	44422	2376	6,70,5,80,95,15,15,27,80,30,50,10,90,60,40,77,
Easy038	1	1001972	33110	22238	81,10,51,20,5,31,41,76,61,75,
Easy039	1	1000045	38718	14874	25,0,30,40,40,80,53,45,35,25,77,
Easy040	1	1000583	46471	11250	10,20,45,65,45,5,51,70,66,
Easy041	1	1000309	42624	1492	40,60,77,30,0,0,15,20,21,10,30,
Easy042	1	1000103	33893	2996	40,70,0,60,33,75,65,56,6,10,
Easy043	1	1000123	67919	1680	45,25,0,70,91,50,50,86,35,50,96,
Easy044	1	1000190	40313	552	66,5,6,11,72,20,40,57,
Easy045	1	1001102	32936	4294	75,10,20,10,20,0,80,62,75,30,85,
Easy046	1	1000319	39001	442	75,10,0,21,86,30,40,50,60,76,20,
Easy047	1	1000474	44747	1246	72,66,45,0,25,30,70,15,32,10,20,
Easy048	1	1000888	34754	4854	21,11,66,30,50,77,21,40,65,
Easy049	1	1000149	38051	4372	25,50,0,15,33,40,20,10,50,
Easy050	1	1001054	35015	767	41,1,16,0,20,46,21,31,31,11,20,41,51,
Easy051	1	1002088	34492	1440	1,15,75,50,15,80,60,21,40,20,30,30,11,7,76,
Easy052	1	1000248	40247	3299	35,46,35,35,75,96,25,45,87,50,50,
